date,sw_419051
2006-01-01,25.0825837
2006-01-02,25.0825837
2006-01-03,25.0825837
2006-01-04,25.0825837
2006-01-05,25.0825837
2006-01-06,25.0825837
2006-01-07,25.0825837
2006-01-08,25.0825837
2006-01-09,25.0825837
2006-01-10,25.0825837
2006-01-11,25.0825837
2006-01-12,25.0825837
2006-01-13,25.0825837
2006-01-14,25.0825837
2006-01-15,25.0825837
2006-01-16,25.0825837
2006-01-17,25.0825837
2006-01-18,25.0825837
2006-01-19,25.0825837
2006-01-20,25.0825837
2006-01-21,25.0825837
2006-01-22,25.0825837
2006-01-23,25.0825837
2006-01-24,25.0825837
2006-01-25,25.0825837
2006-01-26,25.0825837
2006-01-27,25.0825837
2006-01-28,25.0825837
2006-01-29,25.0825837
2006-01-30,25.0825837
2006-01-31,25.0825837
2006-02-01,25.0825837
2006-02-02,25.0825837
2006-02-03,25.0825837
2006-02-04,25.0825837
2006-02-05,25.0825837
2006-02-06,25.0825837
2006-02-07,25.0825837
2006-02-08,25.0825837
2006-02-09,25.0825837
2006-02-10,25.0825837
2006-02-11,25.0825837
2006-02-12,25.0825837
2006-02-13,25.0825837
2006-02-14,25.0825837
2006-02-15,25.0825837
2006-02-16,25.0825837
2006-02-17,25.0825837
2006-02-18,25.0825837
2006-02-19,25.0825837
2006-02-20,25.0825837
2006-02-21,25.0825837
2006-02-22,25.0825837
2006-02-23,25.0825837
2006-02-24,25.0825837
2006-02-25,25.0825837
2006-02-26,25.0825837
2006-02-27,25.0825837
2006-02-28,25.0825837
2006-03-01,25.0825837
2006-03-02,25.0825837
2006-03-03,25.0825837
2006-03-04,25.0825837
2006-03-05,25.0825837
2006-03-06,25.0825837
2006-03-07,25.0825837
2006-03-08,25.0825837
2006-03-09,25.0825837
2006-03-10,25.0825837
2006-03-11,25.0825837
2006-03-12,25.0825837
2006-03-13,25.0825837
2006-03-14,25.0825837
2006-03-15,25.0825837
2006-03-16,25.0825837
2006-03-17,25.0825837
2006-03-18,25.0825837
2006-03-19,25.0825837
2006-03-20,25.0825837
2006-03-21,25.0825837
